ID,protocol id,expenditures,index,year
76,Expenditure,Restaurant meals and ready-to-eat food,1131,2019
77,Expenditure,Restaurant meals and ready-to-eat food,1139,2019
78,Expenditure,Restaurant meals and ready-to-eat food,1147,2019
79,Expenditure,Restaurant meals and ready-to-eat food,1157,2020
80,Expenditure,Restaurant meals and ready-to-eat food,1174,2020
81,Expenditure,Restaurant meals and ready-to-eat food,1183,2020
82,Expenditure,Restaurant meals and ready-to-eat food,1189,2020
83,Expenditure,Restaurant meals and ready-to-eat food,1199,2021
84,Expenditure,Restaurant meals and ready-to-eat food,1222,2021
85,Expenditure,Restaurant meals and ready-to-eat food,1235,2021
86,Expenditure,Restaurant meals and ready-to-eat food,1249,2021
87,Expenditure,Restaurant meals and ready-to-eat food,1264,2022
88,Expenditure,Restaurant meals and ready-to-eat food,1296,2022
89,Expenditure,Restaurant meals and ready-to-eat food,1321,2022
90,Expenditure,Alcoholic beverages and tobacco,1352,2019
91,Expenditure,Alcoholic beverages and tobacco,1356,2019
92,Expenditure,Alcoholic beverages and tobacco,1359,2019
93,Expenditure,Alcoholic beverages and tobacco,1352,2019
94,Expenditure,Alcoholic beverages and tobacco,1449,2020
95,Expenditure,Alcoholic beverages and tobacco,1452,2020
96,Expenditure,Alcoholic beverages and tobacco,1454,2020
97,Expenditure,Alcoholic beverages and tobacco,1461,2020
98,Expenditure,Alcoholic beverages and tobacco,1490,2021
99,Expenditure,Alcoholic beverages and tobacco,1490,2021
100,Expenditure,Alcoholic beverages and tobacco,1494,2021
101,Expenditure,Alcoholic beverages and tobacco,1489,2021
102,Expenditure,Alcoholic beverages and tobacco,1539,2022
103,Expenditure,Alcoholic beverages and tobacco,1549,2022
104,Expenditure,Alcoholic beverages and tobacco,1563,2022
105,Expenditure,Alcoholic beverages,1033,2019
106,Expenditure,Alcoholic beverages,1040,2019
107,Expenditure,Alcoholic beverages,1046,2019
108,Expenditure,Alcoholic beverages,1033,2019
109,Expenditure,Alcoholic beverages,1045,2020
110,Expenditure,Alcoholic beverages,1060,2020
111,Expenditure,Alcoholic beverages,1061,2020
112,Expenditure,Alcoholic beverages,1063,2020
113,Expenditure,Alcoholic beverages,1071,2021
114,Expenditure,Alcoholic beverages,1075,2021
115,Expenditure,Alcoholic beverages,1081,2021
116,Expenditure,Alcoholic beverages,1074,2021
117,Expenditure,Alcoholic beverages,1091,2022
118,Expenditure,Alcoholic beverages,1111,2022
119,Expenditure,Alcoholic beverages,1139,2022
120,Expenditure,Cigarettes and tobacco,1625,2019
121,Expenditure,Cigarettes and tobacco,1626,2019
122,Expenditure,Cigarettes and tobacco,1626,2019
123,Expenditure,Cigarettes and tobacco,1626,2019
124,Expenditure,Cigarettes and tobacco,1810,2020
125,Expenditure,Cigarettes and tobacco,1800,2020
126,Expenditure,Cigarettes and tobacco,1803,2020
127,Expenditure,Cigarettes and tobacco,1813,2020
128,Expenditure,Cigarettes and tobacco,1862,2021
129,Expenditure,Cigarettes and tobacco,1858,2021
130,Expenditure,Cigarettes and tobacco,1859,2021
131,Expenditure,Cigarettes and tobacco,1856,2021
132,Expenditure,Cigarettes and tobacco,1936,2022
133,Expenditure,Cigarettes and tobacco,1938,2022
134,Expenditure,Cigarettes and tobacco,1938,2022
135,Expenditure,Clothing and footwear,1006,2019
136,Expenditure,Clothing and footwear,1014,2019
137,Expenditure,Clothing and footwear,1009,2019
138,Expenditure,Clothing and footwear,1018,2019
139,Expenditure,Clothing and footwear,1017,2020
140,Expenditure,Clothing and footwear,990,2020
141,Expenditure,Clothing and footwear,1007,2020
142,Expenditure,Clothing and footwear,1027,2020
143,Expenditure,Clothing and footwear,1013,2021
144,Expenditure,Clothing and footwear,1038,2021
145,Expenditure,Clothing and footwear,1039,2021
146,Expenditure,Clothing and footwear,1044,2021
147,Expenditure,Clothing and footwear,1037,2022
148,Expenditure,Clothing and footwear,1050,2022
149,Expenditure,Clothing and footwear,1067,2022
150,Expenditure,Clothing,1006,2019
151,Expenditure,Clothing,1015,2019
152,Expenditure,Clothing,1011,2019
153,Expenditure,Clothing,1021,2019
154,Expenditure,Clothing,1022,2020
155,Expenditure,Clothing,1002,2020
156,Expenditure,Clothing,1015,2020
157,Expenditure,Clothing,1033,2020
158,Expenditure,Clothing,1015,2021
159,Expenditure,Clothing,1042,2021
160,Expenditure,Clothing,1043,2021
161,Expenditure,Clothing,1048,2021
162,Expenditure,Clothing,1041,2022
163,Expenditure,Clothing,1054,2022
164,Expenditure,Clothing,1068,2022
165,Expenditure,Footwear,992,2019
166,Expenditure,Footwear,997,2019
167,Expenditure,Footwear,992,2019
168,Expenditure,Footwear,993,2019
169,Expenditure,Footwear,978,2020
170,Expenditure,Footwear,918,2020
171,Expenditure,Footwear,954,2020
172,Expenditure,Footwear,988,2020
173,Expenditure,Footwear,990,2021
174,Expenditure,Footwear,1008,2021
175,Expenditure,Footwear,1011,2021
176,Expenditure,Footwear,1014,2021
177,Expenditure,Footwear,1009,2022
178,Expenditure,Footwear,1022,2022
179,Expenditure,Footwear,1051,2022
180,Expenditure,Housing and household utilities,1123,2019
181,Expenditure,Housing and household utilities,1131,2019
182,Expenditure,Housing and household utilities,1148,2019
183,Expenditure,Housing and household utilities,1154,2019
184,Expenditure,Housing and household utilities,1166,2020
185,Expenditure,Housing and household utilities,1173,2020
186,Expenditure,Housing and household utilities,1183,2020
187,Expenditure,Housing and household utilities,1184,2020
188,Expenditure,Housing and household utilities,1192,2021
189,Expenditure,Housing and household utilities,1200,2021
190,Expenditure,Housing and household utilities,1222,2021
191,Expenditure,Housing and household utilities,1228,2021
192,Expenditure,Housing and household utilities,1240,2022
193,Expenditure,Housing and household utilities,1255,2022
194,Expenditure,Housing and household utilities,1278,2022
195,Expenditure,Actual rentals for housing,1114,2019
196,Expenditure,Actual rentals for housing,1127,2019
197,Expenditure,Actual rentals for housing,1137,2019
198,Expenditure,Actual rentals for housing,1148,2019
199,Expenditure,Actual rentals for housing,1165,2020
200,Expenditure,Actual rentals for housing,1175,2020
201,Expenditure,Actual rentals for housing,1182,2020
202,Expenditure,Actual rentals for housing,1189,2020
203,Expenditure,Actual rentals for housing,1204,2021
204,Expenditure,Actual rentals for housing,1217,2021
205,Expenditure,Actual rentals for housing,1228,2021
206,Expenditure,Actual rentals for housing,1244,2021
207,Expenditure,Actual rentals for housing,1260,2022
208,Expenditure,Actual rentals for housing,1278,2022
209,Expenditure,Actual rentals for housing,1293,2022
210,Expenditure,Actual rentals for housing,1114,2019
211,Expenditure,Actual rentals for housing,1127,2019
212,Expenditure,Actual rentals for housing,1137,2019
213,Expenditure,Actual rentals for housing,1148,2019
214,Expenditure,Actual rentals for housing,1165,2020
215,Expenditure,Actual rentals for housing,1175,2020
216,Expenditure,Actual rentals for housing,1182,2020
217,Expenditure,Actual rentals for housing,1189,2020
218,Expenditure,Actual rentals for housing,1204,2021
219,Expenditure,Actual rentals for housing,1217,2021
220,Expenditure,Actual rentals for housing,1228,2021
221,Expenditure,Actual rentals for housing,1244,2021
222,Expenditure,Actual rentals for housing,1260,2022
223,Expenditure,Actual rentals for housing,1278,2022
224,Expenditure,Actual rentals for housing,1293,2022
225,Expenditure,Property maintenance,1130,2019
226,Expenditure,Property maintenance,1139,2019
227,Expenditure,Property maintenance,1149,2019
228,Expenditure,Property maintenance,1154,2019
229,Expenditure,Property maintenance,1162,2020
230,Expenditure,Property maintenance,1175,2020
231,Expenditure,Property maintenance,1180,2020
232,Expenditure,Property maintenance,1188,2020
233,Expenditure,Property maintenance,1192,2021
234,Expenditure,Property maintenance,1209,2021
235,Expenditure,Property maintenance,1222,2021
236,Expenditure,Property maintenance,1245,2021
237,Expenditure,Property maintenance,1263,2022
238,Expenditure,Property maintenance,1291,2022
239,Expenditure,Property maintenance,1315,2022
240,Expenditure,Property rates and related services,1225,2019
241,Expenditure,Property rates and related services,1225,2019
242,Expenditure,Property rates and related services,1287,2019
243,Expenditure,Property rates and related services,1288,2019
244,Expenditure,Property rates and related services,1288,2020
245,Expenditure,Property rates and related services,1288,2020
246,Expenditure,Property rates and related services,1326,2020
247,Expenditure,Property rates and related services,1326,2020
248,Expenditure,Property rates and related services,1326,2021
249,Expenditure,Property rates and related services,1326,2021
250,Expenditure,Property rates and related services,1420,2021
251,Expenditure,Property rates and related services,1420,2021
252,Expenditure,Property rates and related services,1421,2022
253,Expenditure,Property rates and related services,1421,2022
254,Expenditure,Property rates and related services,1522,2022
255,Expenditure,Local authority rates and payments,1240,2019
256,Expenditure,Local authority rates and payments,1240,2019
257,Expenditure,Local authority rates and payments,1303,2019
258,Expenditure,Local authority rates and payments,1303,2019
259,Expenditure,Local authority rates and payments,1303,2020
260,Expenditure,Local authority rates and payments,1303,2020
261,Expenditure,Local authority rates and payments,1342,2020
262,Expenditure,Local authority rates and payments,1342,2020
263,Expenditure,Local authority rates and payments,1342,2021
264,Expenditure,Local authority rates and payments,1342,2021
265,Expenditure,Local authority rates and payments,1439,2021
266,Expenditure,Local authority rates and payments,1439,2021
267,Expenditure,Local authority rates and payments,1439,2022
268,Expenditure,Local authority rates and payments,1439,2022
269,Expenditure,Local authority rates and payments,1544,2022
270,Expenditure,Household energy,1077,2019
271,Expenditure,Household energy,1083,2019
272,Expenditure,Household energy,1081,2019
273,Expenditure,Household energy,1082,2019
274,Expenditure,Household energy,1095,2020
275,Expenditure,Household energy,1098,2020
276,Expenditure,Household energy,1099,2020
277,Expenditure,Household energy,1086,2020
278,Expenditure,Household energy,1090,2021
279,Expenditure,Household energy,1092,2021
280,Expenditure,Household energy,1090,2021
281,Expenditure,Household energy,1079,2021
282,Expenditure,Household energy,1092,2022
283,Expenditure,Household energy,1112,2022
284,Expenditure,Household energy,1096,2022
285,Expenditure,Electricity,1075,2019
286,Expenditure,Electricity,1079,2019
287,Expenditure,Electricity,1077,2019
288,Expenditure,Electricity,1076,2019
289,Expenditure,Electricity,1091,2020
290,Expenditure,Electricity,1094,2020
291,Expenditure,Electricity,1094,2020
292,Expenditure,Electricity,1080,2020
293,Expenditure,Electricity,1084,2021
294,Expenditure,Electricity,1086,2021
295,Expenditure,Electricity,1083,2021
296,Expenditure,Electricity,1071,2021
297,Expenditure,Electricity,1085,2022
298,Expenditure,Electricity,1104,2022
299,Expenditure,Electricity,1087,2022
300,Expenditure,Household contents and services,988,2019
301,Expenditure,Household contents and services,1012,2019
302,Expenditure,Household contents and services,1011,2019
303,Expenditure,Household contents and services,1004,2019
304,Expenditure,Household contents and services,992,2020
305,Expenditure,Household contents and services,994,2020
306,Expenditure,Household contents and services,1025,2020
307,Expenditure,Household contents and services,1040,2020
308,Expenditure,Household contents and services,1023,2021
309,Expenditure,Household contents and services,1034,2021
310,Expenditure,Household contents and services,1059,2021
311,Expenditure,Household contents and services,1096,2021
312,Expenditure,Household contents and services,1095,2022
313,Expenditure,Household contents and services,1114,2022
314,Expenditure,Household contents and services,1139,2022
315,Expenditure,"Furniture, furnishings and floor coverings",1002,2019
316,Expenditure,"Furniture, furnishings and floor coverings",1051,2019
317,Expenditure,"Furniture, furnishings and floor coverings",1061,2019
318,Expenditure,"Furniture, furnishings and floor coverings",1044,2019
319,Expenditure,"Furniture, furnishings and floor coverings",1014,2020
320,Expenditure,"Furniture, furnishings and floor coverings",1025,2020
321,Expenditure,"Furniture, furnishings and floor coverings",1051,2020
322,Expenditure,"Furniture, furnishings and floor coverings",1133,2020
323,Expenditure,"Furniture, furnishings and floor coverings",1064,2021
324,Expenditure,"Furniture, furnishings and floor coverings",1094,2021
325,Expenditure,"Furniture, furnishings and floor coverings",1124,2021
326,Expenditure,"Furniture, furnishings and floor coverings",1240,2021
327,Expenditure,"Furniture, furnishings and floor coverings",1189,2022
328,Expenditure,"Furniture, furnishings and floor coverings",1197,2022
329,Expenditure,"Furniture, furnishings and floor coverings",1231,2022
330,Expenditure,Household textiles,924,2019
331,Expenditure,Household textiles,977,2019
332,Expenditure,Household textiles,1018,2019
333,Expenditure,Household textiles,963,2019
334,Expenditure,Household textiles,970,2020
335,Expenditure,Household textiles,970,2020
336,Expenditure,Household textiles,1079,2020
337,Expenditure,Household textiles,1034,2020
338,Expenditure,Household textiles,1026,2021
339,Expenditure,Household textiles,1056,2021
340,Expenditure,Household textiles,1045,2021
341,Expenditure,Household textiles,1047,2021
342,Expenditure,Household textiles,1032,2022
343,Expenditure,Household textiles,1069,2022
344,Expenditure,Household textiles,1051,2022
345,Expenditure,Household appliances,1018,2019
346,Expenditure,Household appliances,1045,2019
347,Expenditure,Household appliances,1041,2019
348,Expenditure,Household appliances,1031,2019
349,Expenditure,Household appliances,1001,2020
350,Expenditure,Household appliances,987,2020
351,Expenditure,Household appliances,1057,2020
352,Expenditure,Household appliances,1053,2020
353,Expenditure,Household appliances,1057,2021
354,Expenditure,Household appliances,1046,2021
355,Expenditure,Household appliances,1084,2021
356,Expenditure,Household appliances,1065,2021
357,Expenditure,Household appliances,1094,2022
358,Expenditure,Household appliances,1115,2022
359,Expenditure,Household appliances,1123,2022
360,Expenditure,"Glassware, tableware and household utensils",955,2019
361,Expenditure,"Glassware, tableware and household utensils",984,2019
362,Expenditure,"Glassware, tableware and household utensils",994,2019
363,Expenditure,"Glassware, tableware and household utensils",966,2019
364,Expenditure,"Glassware, tableware and household utensils",978,2020
365,Expenditure,"Glassware, tableware and household utensils",1002,2020
366,Expenditure,"Glassware, tableware and household utensils",1020,2020
367,Expenditure,"Glassware, tableware and household utensils",1001,2020
368,Expenditure,"Glassware, tableware and household utensils",994,2021
369,Expenditure,"Glassware, tableware and household utensils",933,2021
370,Expenditure,"Glassware, tableware and household utensils",1061,2021
371,Expenditure,"Glassware, tableware and household utensils",1030,2021
372,Expenditure,"Glassware, tableware and household utensils",1001,2022
373,Expenditure,"Glassware, tableware and household utensils",1029,2022
374,Expenditure,"Glassware, tableware and household utensils",1000,2022
375,Expenditure,Tools and equipment for house and garden,980,2019
376,Expenditure,Tools and equipment for house and garden,978,2019
377,Expenditure,Tools and equipment for house and garden,974,2019
378,Expenditure,Tools and equipment for house and garden,973,2019
379,Expenditure,Tools and equipment for house and garden,966,2020
380,Expenditure,Tools and equipment for house and garden,965,2020
381,Expenditure,Tools and equipment for house and garden,977,2020
382,Expenditure,Tools and equipment for house and garden,976,2020
383,Expenditure,Tools and equipment for house and garden,978,2021
384,Expenditure,Tools and equipment for house and garden,984,2021
385,Expenditure,Tools and equipment for house and garden,985,2021
386,Expenditure,Tools and equipment for house and garden,1015,2021
387,Expenditure,Tools and equipment for house and garden,1025,2022
388,Expenditure,Tools and equipment for house and garden,1062,2022
389,Expenditure,Tools and equipment for house and garden,1082,2022
390,Expenditure,Other household supplies and services,956,2019
391,Expenditure,Other household supplies and services,975,2019
392,Expenditure,Other household supplies and services,962,2019
393,Expenditure,Other household supplies and services,974,2019
394,Expenditure,Other household supplies and services,978,2020
395,Expenditure,Other household supplies and services,987,2020
396,Expenditure,Other household supplies and services,973,2020
397,Expenditure,Other household supplies and services,960,2020
398,Expenditure,Other household supplies and services,968,2021
399,Expenditure,Other household supplies and services,991,2021
400,Expenditure,Other household supplies and services,996,2021
401,Expenditure,Other household supplies and services,1024,2021
402,Expenditure,Other household supplies and services,1055,2022
403,Expenditure,Other household supplies and services,1073,2022
404,Expenditure,Other household supplies and services,1126,2022
405,Expenditure,Health,1027,2019
406,Expenditure,Health,1033,2019
407,Expenditure,Health,1036,2019
408,Expenditure,Health,1041,2019
409,Expenditure,Health,1045,2020
410,Expenditure,Health,1052,2020
411,Expenditure,Health,1057,2020
412,Expenditure,Health,1060,2020
413,Expenditure,Health,1066,2021
414,Expenditure,Health,1072,2021
415,Expenditure,Health,1074,2021
416,Expenditure,Health,1081,2021
417,Expenditure,Health,1090,2022
418,Expenditure,Health,1102,2022
419,Expenditure,Health,1115,2022
420,Expenditure,"Medical products, appliances and equipment",984,2019
421,Expenditure,"Medical products, appliances and equipment",998,2019
422,Expenditure,"Medical products, appliances and equipment",990,2019
423,Expenditure,"Medical products, appliances and equipment",995,2019
424,Expenditure,"Medical products, appliances and equipment",1001,2020
425,Expenditure,"Medical products, appliances and equipment",1010,2020
426,Expenditure,"Medical products, appliances and equipment",999,2020
427,Expenditure,"Medical products, appliances and equipment",999,2020
428,Expenditure,"Medical products, appliances and equipment",1003,2021
429,Expenditure,"Medical products, appliances and equipment",996,2021
430,Expenditure,"Medical products, appliances and equipment",989,2021
431,Expenditure,"Medical products, appliances and equipment",985,2021
432,Expenditure,"Medical products, appliances and equipment",1003,2022
433,Expenditure,"Medical products, appliances and equipment",1003,2022
434,Expenditure,"Medical products, appliances and equipment",1019,2022
435,Expenditure,Out-patient services,1047,2019
436,Expenditure,Out-patient services,1049,2019
437,Expenditure,Out-patient services,1057,2019
438,Expenditure,Out-patient services,1063,2019
439,Expenditure,Out-patient services,1065,2020
440,Expenditure,Out-patient services,1071,2020
441,Expenditure,Out-patient services,1085,2020
442,Expenditure,Out-patient services,1090,2020
443,Expenditure,Out-patient services,1097,2021
444,Expenditure,Out-patient services,1110,2021
445,Expenditure,Out-patient services,1117,2021
446,Expenditure,Out-patient services,1129,2021
447,Expenditure,Out-patient services,1134,2022
448,Expenditure,Out-patient services,1152,2022
449,Expenditure,Out-patient services,1164,2022
450,Expenditure,Hospital services,1153,2019
451,Expenditure,Hospital services,1156,2019
452,Expenditure,Hospital services,1175,2019
453,Expenditure,Hospital services,1185,2019
454,Expenditure,Hospital services,1185,2020
455,Expenditure,Hospital services,1185,2020
456,Expenditure,Hospital services,1213,2020
457,Expenditure,Hospital services,1230,2020
458,Expenditure,Hospital services,1231,2021
459,Expenditure,Hospital services,1233,2021
460,Expenditure,Hospital services,1266,2021
461,Expenditure,Hospital services,1284,2021
462,Expenditure,Hospital services,1284,2022
463,Expenditure,Hospital services,1373,2022
464,Expenditure,Hospital services,1378,2022
465,Expenditure,Transport,869,2019
466,Expenditure,Transport,889,2019
467,Expenditure,Transport,897,2019
468,Expenditure,Transport,913,2019
469,Expenditure,Transport,900,2020
470,Expenditure,Transport,832,2020
471,Expenditure,Transport,849,2020
472,Expenditure,Transport,868,2020
473,Expenditure,Transport,907,2021
474,Expenditure,Transport,935,2021
475,Expenditure,Transport,979,2021
476,Expenditure,Transport,1028,2021
477,Expenditure,Transport,1080,2022
478,Expenditure,Transport,1115,2022
479,Expenditure,Transport,1108,2022
480,Expenditure,Purchase of vehicles,989,2019
481,Expenditure,Purchase of vehicles,956,2019
482,Expenditure,Purchase of vehicles,961,2019
483,Expenditure,Purchase of vehicles,954,2019
484,Expenditure,Purchase of vehicles,970,2020
485,Expenditure,Purchase of vehicles,953,2020
486,Expenditure,Purchase of vehicles,968,2020
487,Expenditure,Purchase of vehicles,1011,2020
488,Expenditure,Purchase of vehicles,1053,2021
489,Expenditure,Purchase of vehicles,1083,2021
490,Expenditure,Purchase of vehicles,1089,2021
491,Expenditure,Purchase of vehicles,1119,2021
492,Expenditure,Purchase of vehicles,1163,2022
493,Expenditure,Purchase of vehicles,1153,2022
494,Expenditure,Purchase of vehicles,1137,2022
495,Expenditure,Private transport supplies and services,860,2019
496,Expenditure,Private transport supplies and services,898,2019
497,Expenditure,Private transport supplies and services,904,2019
498,Expenditure,Private transport supplies and services,914,2019
499,Expenditure,Private transport supplies and services,901,2020
500,Expenditure,Private transport supplies and services,827,2020
501,Expenditure,Private transport supplies and services,837,2020
502,Expenditure,Private transport supplies and services,840,2020
503,Expenditure,Private transport supplies and services,881,2021
504,Expenditure,Private transport supplies and services,917,2021
505,Expenditure,Private transport supplies and services,961,2021
506,Expenditure,Private transport supplies and services,1012,2021
507,Expenditure,Private transport supplies and services,1077,2022
508,Expenditure,Private transport supplies and services,1132,2022
509,Expenditure,Private transport supplies and services,1098,2022
510,Expenditure,Petrol,949,2019
511,Expenditure,Petrol,1007,2019
512,Expenditure,Petrol,999,2019
513,Expenditure,Petrol,1015,2019
514,Expenditure,Petrol,990,2020
515,Expenditure,Petrol,872,2020
516,Expenditure,Petrol,886,2020
517,Expenditure,Petrol,890,2020
518,Expenditure,Petrol,956,2021
519,Expenditure,Petrol,1015,2021
520,Expenditure,Petrol,1081,2021
521,Expenditure,Petrol,1165,2021
522,Expenditure,Petrol,1267,2022
523,Expenditure,Petrol,1346,2022
524,Expenditure,Petrol,1283,2022
525,Expenditure,Passenger transport services,943,2019
526,Expenditure,Passenger transport services,923,2019
527,Expenditure,Passenger transport services,938,2019
528,Expenditure,Passenger transport services,995,2019
529,Expenditure,Passenger transport services,966,2020
530,Expenditure,Passenger transport services,882,2020
531,Expenditure,Passenger transport services,957,2020
532,Expenditure,Passenger transport services,1061,2020
533,Expenditure,Passenger transport services,1091,2021
534,Expenditure,Passenger transport services,1065,2021
535,Expenditure,Passenger transport services,1191,2021
536,Expenditure,Passenger transport services,1238,2021
537,Expenditure,Passenger transport services,1143,2022
538,Expenditure,Passenger transport services,994,2022
539,Expenditure,Passenger transport services,1145,2022
540,Expenditure,Communication,999,2019
541,Expenditure,Communication,998,2019
542,Expenditure,Communication,986,2019
543,Expenditure,Communication,974,2019
544,Expenditure,Communication,968,2020
545,Expenditure,Communication,968,2020
546,Expenditure,Communication,968,2020
547,Expenditure,Communication,960,2020
548,Expenditure,Communication,957,2021
549,Expenditure,Communication,945,2021
550,Expenditure,Communication,941,2021
551,Expenditure,Communication,955,2021
552,Expenditure,Communication,958,2022
553,Expenditure,Communication,950,2022
554,Expenditure,Communication,973,2022
555,Expenditure,Postal services,1227,2019
556,Expenditure,Postal services,1229,2019
557,Expenditure,Postal services,1245,2019
558,Expenditure,Postal services,1244,2019
559,Expenditure,Postal services,1245,2020
560,Expenditure,Postal services,1246,2020
561,Expenditure,Postal services,1250,2020
562,Expenditure,Postal services,1249,2020
563,Expenditure,Postal services,1251,2021
564,Expenditure,Postal services,1246,2021
565,Expenditure,Postal services,1269,2021
566,Expenditure,Postal services,1272,2021
567,Expenditure,Postal services,1287,2022
568,Expenditure,Postal services,1323,2022
569,Expenditure,Postal services,1404,2022
570,Expenditure,Telecommunication equipment,571,2019
571,Expenditure,Telecommunication equipment,517,2019
572,Expenditure,Telecommunication equipment,503,2019
573,Expenditure,Telecommunication equipment,500,2019
574,Expenditure,Telecommunication equipment,535,2020
575,Expenditure,Telecommunication equipment,575,2020
576,Expenditure,Telecommunication equipment,490,2020
577,Expenditure,Telecommunication equipment,529,2020
578,Expenditure,Telecommunication equipment,485,2021
579,Expenditure,Telecommunication equipment,428,2021
580,Expenditure,Telecommunication equipment,416,2021
581,Expenditure,Telecommunication equipment,485,2021
582,Expenditure,Telecommunication equipment,465,2022
583,Expenditure,Telecommunication equipment,500,2022
584,Expenditure,Telecommunication equipment,412,2022
585,Expenditure,Telecommunication services,1009,2019
586,Expenditure,Telecommunication services,1011,2019
587,Expenditure,Telecommunication services,1000,2019
588,Expenditure,Telecommunication services,986,2019
589,Expenditure,Telecommunication services,978,2020
590,Expenditure,Telecommunication services,975,2020
591,Expenditure,Telecommunication services,976,2020
592,Expenditure,Telecommunication services,967,2020
593,Expenditure,Telecommunication services,965,2021
594,Expenditure,Telecommunication services,953,2021
595,Expenditure,Telecommunication services,949,2021
596,Expenditure,Telecommunication services,963,2021
597,Expenditure,Telecommunication services,966,2022
598,Expenditure,Telecommunication services,956,2022
599,Expenditure,Telecommunication services,980,2022
600,Expenditure,Recreation and culture,1004,2019
601,Expenditure,Recreation and culture,1008,2019
602,Expenditure,Recreation and culture,1018,2019
603,Expenditure,Recreation and culture,1025,2019
604,Expenditure,Recreation and culture,1024,2020
605,Expenditure,Recreation and culture,1021,2020
606,Expenditure,Recreation and culture,1026,2020
607,Expenditure,Recreation and culture,1053,2020
608,Expenditure,Recreation and culture,1041,2021
609,Expenditure,Recreation and culture,1038,2021
610,Expenditure,Recreation and culture,1054,2021
611,Expenditure,Recreation and culture,1069,2021
612,Expenditure,Recreation and culture,1063,2022
613,Expenditure,Recreation and culture,1069,2022
614,Expenditure,Recreation and culture,1078,2022
615,Expenditure,Audio-visual and computing equipment,583,2019
616,Expenditure,Audio-visual and computing equipment,541,2019
617,Expenditure,Audio-visual and computing equipment,544,2019
618,Expenditure,Audio-visual and computing equipment,543,2019
619,Expenditure,Audio-visual and computing equipment,520,2020
620,Expenditure,Audio-visual and computing equipment,512,2020
