index,quarterly,annually,year,ID
1240,0.0,5.2,2019,958
1301,4.9,4.9,2019,959
1301,0.0,4.9,2019,960
1079,1.2,2.7,2019,1011
1085,0.6,1.6,2019,1012
1083,-0.2,1.5,2019,1013
1084,0.1,1.7,2019,1014
1075,1.2,2.6,2019,1065
1080,0.5,1.4,2019,1066
1078,-0.2,1.3,2019,1067
1076,-0.2,1.3,2019,1068
992,-0.9,-1.0,2019,1119
1017,2.5,1.6,2019,1120
1017,0.0,0.7,2019,1121
1018,0.1,1.7,2019,1122
1005,-5.8,-3.8,2019,1173
1041,3.6,1.2,2019,1174
1044,0.3,0.1,2019,1175
1045,0.1,-2.1,2019,1176
964,-3.8,-5.7,2019,1227
1016,5.4,1.4,2019,1228
1032,1.6,0.1,2019,1229
1023,-0.9,2.1,2019,1230
999,2.7,1.8,2019,1281
1029,3.0,3.8,2019,1282
1020,-0.9,3.0,2019,1283
1024,0.4,5.2,2019,1284
967,3.1,0.6,2019,1335
984,1.8,-0.5,2019,1336
985,0.1,-1.8,2019,1337
982,-0.3,4.7,2019,1338
988,2.2,-0.9,2019,1389
984,-0.4,-0.5,2019,1390
987,0.3,0.9,2019,1391
988,0.1,2.2,2019,1392
986,-0.8,0.9,2019,1443
1005,1.9,2.2,2019,1444
999,-0.6,-0.3,2019,1445
1002,0.3,0.8,2019,1446
1047,-0.4,0.2,2019,1497
1053,0.6,1.2,2019,1498
1055,0.2,0.8,2019,1499
1062,0.7,1.0,2019,1500
989,-0.8,-1.7,2019,1551
1001,1.2,0.8,2019,1552
994,-0.7,-0.2,2019,1553
1001,0.7,0.4,2019,1554
1071,-0.3,1.1,2019,1605
1074,0.3,1.1,2019,1606
1082,0.7,1.3,2019,1607
1088,0.6,1.3,2019,1608
1149,0.0,4.0,2019,1659
1152,0.3,4.3,2019,1660
1167,1.3,2.8,2019,1661
1177,0.9,2.4,2019,1662
920,-3.8,-0.1,2019,1713
930,1.1,0.9,2019,1714
935,0.5,-1.4,2019,1715
955,2.1,-0.1,2019,1716
978,0.7,-2.3,2019,1767
954,-2.5,-2.4,2019,1768
953,-0.1,-2.3,2019,1769
945,-0.8,-2.7,2019,1770
916,-4.7,1.1,2019,1821
955,4.3,2.9,2019,1822
957,0.2,-0.8,2019,1823
968,1.1,0.7,2019,1824
956,-6.9,0.5,2019,1875
1012,5.9,3.2,2019,1876
1004,-0.8,-2.9,2019,1877
1020,1.6,-0.7,2019,1878
907,-6.2,-1.2,2019,1929
875,-3.5,-1.0,2019,1930
898,2.6,-1.6,2019,1931
974,8.5,0.7,2019,1932
893,0.2,-2.1,2019,1983
886,-0.8,-1.4,2019,1984
876,-1.1,-1.2,2019,1985
864,-1.4,-3.0,2019,1986
1220,1.0,6.5,2019,2037
1227,0.6,7.3,2019,2038
1232,0.4,2.5,2019,2039
1228,-0.3,1.7,2019,2040
413,-3.5,-22.8,2019,2091
372,-9.9,-23.5,2019,2092
361,-3.0,-18.9,2019,2093
360,-0.3,-15.9,2019,2094
930,0.5,0.5,2019,2145
931,0.1,1.1,2019,2146
922,-1.0,0.7,2019,2147
908,-1.5,-1.8,2019,2148
1009,-1.1,0.5,2019,2199
1005,-0.4,1.8,2019,2200
1013,0.8,1.5,2019,2201
1027,1.4,0.7,2019,2202
585,-4.1,-11.5,2019,2253
539,-7.9,-11.6,2019,2254
548,1.7,-11.3,2019,2255
547,-0.2,-10.3,2019,2256
1071,0.1,0.8,2019,2307
1084,1.2,1.4,2019,2308
1091,0.6,2.6,2019,2309
1088,-0.3,1.7,2019,2310
1027,-2.2,1.7,2019,2361
1035,0.8,2.4,2019,2362
1033,-0.2,1.1,2019,2363
1040,0.7,-1.0,2019,2364
1038,0.1,-0.9,2019,2415
1046,0.8,2.5,2019,2416
1057,1.1,2.8,2019,2417
1058,0.1,2.0,2019,2418
1199,-2.8,4.8,2019,2469
1215,1.3,4.1,2019,2470
1229,1.2,2.6,2019,2471
1258,2.4,2.0,2019,2472
1244,1.9,5.6,2019,2523
1219,-2.0,5.5,2019,2524
1236,1.4,6.7,2019,2525
1294,4.7,6.0,2019,2526
1034,1.1,1.3,2019,2577
1034,0.0,1.1,2019,2578
1041,0.7,1.8,2019,2579
1041,0.0,1.8,2019,2580
1081,0.0,0.8,2019,2631
1081,0.0,0.2,2019,2632
1113,3.0,3.0,2019,2633
1113,0.0,3.0,2019,2634
1173,1.3,1.3,2019,2685
1173,0.0,1.3,2019,2686
1173,0.0,1.3,2019,2687
1173,0.0,1.3,2019,2688
927,1.3,1.3,2019,2739
927,0.0,1.3,2019,2740
927,0.0,1.3,2019,2741
927,0.0,1.3,2019,2742
1154,3.5,3.5,2019,2793
1154,0.0,3.5,2019,2794
1154,0.0,3.5,2019,2795
1154,0.0,3.5,2019,2796
1130,0.9,4.3,2019,2847
1145,1.3,4.6,2019,2848
1154,0.8,4.2,2019,2849
1164,0.9,3.9,2019,2850
996,0.3,1.1,2019,2901
1000,0.4,0.9,2019,2902
1000,0.0,1.4,2019,2903
1009,0.9,1.6,2019,2904
1070,0.1,1.8,2019,2955
1066,-0.4,0.5,2019,2956
1072,0.6,0.8,2019,2957
1114,3.9,4.2,2019,2958
1206,1.5,6.7,2019,3009
1229,1.9,7.1,2019,3010
1246,1.4,6.5,2019,3011
1256,0.8,5.7,2019,3012
846,-6.2,-8.9,2019,3063
844,-0.2,-6.7,2019,3064
806,-4.5,-10.9,2019,3065
799,-0.9,-11.4,2019,3066
1132,0.5,1.8,2019,3117
1137,0.4,1.9,2019,3118
1141,0.4,1.7,2019,3119
1147,0.5,1.9,2019,3120
1141,-1.7,-2.4,2019,3171
1127,-1.2,-4.3,2019,3172
1097,-2.7,-5.7,2019,3173
1076,-1.9,-7.3,2019,3174
1141,-1.7,-2.4,2019,3225
1127,-1.2,-4.3,2019,3226
1097,-2.7,-5.7,2019,3227
1076,-1.9,-7.3,2019,3228
1057,0.0,1.3,2019,3279
1063,0.6,1.5,2019,3280
1070,0.7,1.3,2019,3281
1073,0.3,1.5,2019,3282
1030,1.1,1.1,2019,3333
1031,0.1,1.0,2019,3334
1045,1.4,1.7,2019,3335
1045,0.0,2.6,2019,3336
1074,4.8,-1.6,2019,3387
1050,-2.2,-4.1,2019,3388
1070,1.9,-4.7,2019,3389
1040,-2.8,1.5,2019,3390
1017,-0.3,1.6,2019,3441
1022,0.5,2.9,2019,3442
1055,3.2,6.6,2019,3443
1070,1.4,4.9,2019,3444
996,0.6,1.0,2019,3495
997,0.1,1.6,2019,3496
1003,0.6,1.7,2019,3497
1007,0.4,1.7,2019,3498
1025,0.9,1.4,2019,3549
1031,0.6,-0.9,2019,3550
1048,1.6,0.7,2019,3551
1036,-1.1,2.0,2019,3552
1119,0.7,3.1,2019,3603
1136,1.5,3.6,2019,3604
1144,0.7,3.5,2019,3605
1152,0.7,3.7,2019,3606
1401,6.9,6.1,2019,3657
1404,0.2,5.3,2019,3658
1409,0.4,6.0,2019,3659
1403,-0.4,7.0,2019,3660
1040,2.3,2.1,2019,3711
1048,0.8,0.0,2019,3712
1058,1.0,1.9,2019,3713
1043,-1.4,2.6,2019,3714
1628,9.1,8.0,2019,3765
1628,0.0,7.9,2019,3766
1629,0.1,8.0,2019,3767
1629,0.0,9.2,2019,3768
1001,1.2,-0.7,2019,3819
1006,0.5,-0.3,2019,3820
998,-0.8,-1.1,2019,3821
1007,0.9,1.8,2019,3822
1000,1.4,-1.0,2019,3873
1004,0.4,-0.4,2019,3874
997,-0.7,-1.1,2019,3875
1007,1.0,2.1,2019,3876
1029,-0.7,4.4,2019,3927
1032,0.3,0.1,2019,3928
1030,-0.2,0.0,2019,3929
1020,-1.0,-1.5,2019,3930
1114,0.7,2.7,2019,3981
1125,1.0,2.8,2019,3982
1135,0.9,3.1,2019,3983
1144,0.8,3.4,2019,3984
1115,0.6,2.5,2019,4035
1128,1.2,2.9,2019,4036
1138,0.9,3.4,2019,4037
1150,1.1,3.8,2019,4038
1115,0.6,2.5,2019,4089
1128,1.2,2.9,2019,4090
1138,0.9,3.4,2019,4091
1150,1.1,3.8,2019,4092
1132,0.2,1.8,2019,4143
1140,0.7,2.2,2019,4144
1151,1.0,2.5,2019,4145
1157,0.5,2.4,2019,4146
1210,0.0,4.7,2019,4197
1210,0.0,4.7,2019,4198
1272,5.1,5.2,2019,4199
1273,0.1,5.2,2019,4200
1240,0.0,5.3,2019,4251
1240,0.0,5.3,2019,4252
1303,5.1,5.1,2019,4253
1303,0.0,5.1,2019,4254
1076,1.3,2.7,2019,4305
1081,0.5,1.5,2019,4306
1080,-0.1,1.5,2019,4307
1079,-0.1,1.6,2019,4308
1074,1.3,2.7,2019,4359
1078,0.4,1.3,2019,4360
1076,-0.2,1.3,2019,4361
1075,-0.1,1.4,2019,4362
984,-0.5,-0.1,2019,4413
1015,3.2,2.7,2019,4414
1012,-0.3,1.2,2019,4415
1004,-0.8,1.5,2019,4416
998,-6.9,-5.1,2019,4467
1047,4.9,3.4,2019,4468
1050,0.3,-0.3,2019,4469
1040,-1.0,-3.0,2019,4470
945,-6.6,-9.5,2019,4521
1039,9.9,3.2,2019,4522
1042,0.3,-1.8,2019,4523
976,-6.3,-3.6,2019,4524
991,5.3,4.9,2019,4575
1032,4.1,5.0,2019,4576
1042,1.0,7.6,2019,4577
1011,-3.0,7.4,2019,4578
1005,3.1,-0.7,2019,4629
1033,2.8,-1.1,2019,4630
1034,0.1,-0.7,2019,4631
1025,-0.9,5.1,2019,4632
982,1.1,-1.5,2019,4683
989,0.7,0.5,2019,4684
988,-0.1,0.5,2019,4685
987,-0.1,1.6,2019,4686
961,-1.3,0.5,2019,4737
979,1.9,2.2,2019,4738
963,-1.6,-1.6,2019,4739
974,1.1,0.0,2019,4740
1030,-1.2,-0.4,2019,4791
1036,0.6,0.5,2019,4792
1039,0.3,0.2,2019,4793
1046,0.7,0.4,2019,4794
975,-1.1,-2.5,2019,4845
994,1.9,0.6,2019,4846
986,-0.8,-0.3,2019,4847
989,0.3,0.3,2019,4848
1054,-1.1,0.7,2019,4899
1054,0.0,0.4,2019,4900
1063,0.9,0.6,2019,4901
1071,0.8,0.5,2019,4902
1157,0.0,4.4,2019,4953
1160,0.3,4.7,2019,4954
1187,2.3,3.8,2019,4955
1200,1.1,3.7,2019,4956
905,-3.5,-0.7,2019,5007
924,2.1,1.4,2019,5008
931,0.8,-1.1,2019,5009
946,1.6,0.9,2019,5010
1008,1.4,-2.5,2019,5061
974,-3.4,-2.9,2019,5062
980,0.6,-2.0,2019,5063
972,-0.8,-2.2,2019,5064
892,-5.1,0.5,2019,5115
933,4.6,2.4,2019,5116
937,0.4,-0.8,2019,5117
950,1.4,1.1,2019,5118
949,-7.0,0.1,2019,5169
1007,6.1,3.0,2019,5170
999,-0.8,-2.8,2019,5171
1017,1.8,-0.3,2019,5172
944,-2.0,-3.3,2019,5223
917,-2.9,3.4,2019,5224
946,3.2,0.2,2019,5225
1008,6.6,4.7,2019,5226
918,0.3,-0.2,2019,5277
918,0.0,0.5,2019,5278
908,-1.1,0.0,2019,5279
896,-1.3,-2.1,2019,5280
1207,0.2,5.4,2019,5331
1209,0.2,5.7,2019,5332
1226,1.4,1.9,2019,5333
1226,0.0,1.7,2019,5334
382,-3.8,-24.1,2019,5385
341,-10.7,-24.9,2019,5386
330,-3.2,-20.1,2019,5387
327,-0.9,-17.6,2019,5388
933,0.4,0.2,2019,5439
936,0.3,1.1,2019,5440
925,-1.2,0.4,2019,5441
912,-1.4,-1.8,2019,5442
981,-0.8,-0.6,2019,5493
985,0.4,1.2,2019,5494
990,0.5,0.8,2019,5495
990,0.0,0.1,2019,5496
616,-1.6,-6.8,2019,5547
579,-6.0,-8.8,2019,5548
580,0.2,-9.1,2019,5549
570,-1.7,-8.9,2019,5550
1122,0.8,3.4,2019,5601
1101,-1.9,0.2,2019,5602
1154,4.8,4.9,2019,5603
1145,-0.8,2.9,2019,5604
1005,-1.1,1.3,2019,5655
1018,1.3,2.3,2019,5656
1017,-0.1,0.9,2019,5657
1019,0.2,0.3,2019,5658
1015,0.0,-2.4,2019,5709
1030,1.5,2.8,2019,5710
1043,1.3,3.5,2019,5711
1039,-0.4,2.4,2019,5712
1132,-1.8,2.8,2019,5763
1164,2.8,4.0,2019,5764
1176,1.0,4.2,2019,5765
1189,1.1,3.1,2019,5766
1240,-0.3,6.5,2019,5817
1269,2.3,7.4,2019,5818
1273,0.3,7.2,2019,5819
1294,1.6,4.0,2019,5820
994,0.8,0.9,2019,5871
994,0.0,0.8,2019,5872
1000,0.6,1.4,2019,5873
1000,0.0,1.4,2019,5874
1092,0.0,1.3,2019,5925
1092,0.0,0.3,2019,5926
1148,5.1,5.1,2019,5927
1148,0.0,5.1,2019,5928
1158,0.3,0.3,2019,5979
1158,0.0,0.3,2019,5980
1158,0.0,0.3,2019,5981
1158,0.0,0.3,2019,5982
878,0.2,0.2,2019,6033
878,0.0,0.2,2019,6034
878,0.0,0.2,2019,6035
878,0.0,0.2,2019,6036
1170,4.7,4.7,2019,6087
1170,0.0,4.7,2019,6088
1170,0.0,4.7,2019,6089
1170,0.0,4.7,2019,6090
1077,0.3,3.4,2019,6141
1088,1.0,3.3,2019,6142
1092,0.4,3.0,2019,6143
1103,1.0,2.7,2019,6144
934,0.2,0.9,2019,6195
933,-0.1,-0.1,2019,6196
928,-0.5,1.0,2019,6197
942,1.5,1.1,2019,6198
1077,0.8,2.4,2019,6249
1075,-0.2,0.8,2019,6250
1090,1.4,3.1,2019,6251
1234,13.2,15.5,2019,6252
1201,1.5,7.6,2019,6303
1225,2.0,7.6,2019,6304
1241,1.3,6.6,2019,6305
1249,0.6,5.6,2019,6306
769,-10.8,-14.7,2019,6357
766,-0.4,-11.2,2019,6358
738,-3.7,-14.5,2019,6359
726,-1.6,-15.8,2019,6360
1151,0.7,1.3,2019,6411
1161,0.9,1.7,2019,6412
1166,0.4,2.0,2019,6413
1173,0.6,2.6,2019,6414
1102,-1.4,-1.7,2019,6465
1091,-1.0,-3.2,2019,6466
1065,-2.4,-4.8,2019,6467
1038,-2.5,-7.2,2019,6468
1102,-1.4,-1.7,2019,6519
1091,-1.0,-3.2,2019,6520
1065,-2.4,-4.8,2019,6521
1038,-2.5,-7.2,2019,6522
1074,0.6,1.8,2019,6573
1082,0.7,2.1,2019,6574
1089,0.6,2.0,2019,6575
1093,0.4,2.3,2019,6576
1028,1.1,0.8,2019,6627
1029,0.1,0.8,2019,6628
1044,1.5,1.5,2019,6629
1042,-0.2,2.5,2019,6630
1063,4.4,-2.7,2019,6681
1044,-1.8,-5.1,2019,6682
1073,2.8,-5.2,2019,6683
1033,-3.7,1.5,2019,6684
1028,-0.2,2.0,2019,6735
1034,0.6,3.0,2019,6736
1066,3.1,6.4,2019,6737
1082,1.5,5.0,2019,6738
997,0.6,0.7,2019,6789
997,0.0,1.4,2019,6790
1004,0.7,1.7,2019,6791
1007,0.3,1.6,2019,6792
1026,0.9,1.3,2019,6843
1030,0.4,-0.5,2019,6844
1047,1.7,0.7,2019,6845
1032,-1.4,1.5,2019,6846
1114,0.7,3.1,2019,6897
1131,1.5,3.6,2019,6898
1139,0.7,3.5,2019,6899
1147,0.7,3.7,2019,6900
1352,6.0,5.2,2019,6951
1356,0.3,4.3,2019,6952
1359,0.2,4.9,2019,6953
1352,-0.5,6.0,2019,6954
1033,2.5,2.2,2019,7005
1040,0.7,0.2,2019,7006
1046,0.6,1.6,2019,7007
1033,-1.2,2.5,2019,7008
1625,8.7,7.4,2019,7059
1626,0.1,7.3,2019,7060
1626,0.0,7.4,2019,7061
1626,0.0,8.8,2019,7062
1006,0.7,-0.7,2019,7113
1014,0.8,0.1,2019,7114
1009,-0.5,-0.6,2019,7115
1018,0.9,1.9,2019,7116
1006,0.9,-1.5,2019,7167
1015,0.9,0.2,2019,7168
1011,-0.4,-0.5,2019,7169
1021,1.0,2.4,2019,7170
992,-0.7,3.0,2019,7221
997,0.5,-0.6,2019,7222
992,-0.5,-0.4,2019,7223
993,0.1,-0.6,2019,7224
1123,0.6,3.0,2019,7275
1131,0.7,2.9,2019,7276
1148,1.5,3.2,2019,7277
1154,0.5,3.4,2019,7278
1114,0.6,2.5,2019,7329
1127,1.2,2.9,2019,7330
1137,0.9,3.4,2019,7331
1148,1.0,3.7,2019,7332
1114,0.6,2.5,2019,7383
1127,1.2,2.9,2019,7384
1137,0.9,3.4,2019,7385
1148,1.0,3.7,2019,7386
1130,-0.2,1.8,2019,7437
1139,0.8,2.1,2019,7438
1149,0.9,2.2,2019,7439
1154,0.4,1.9,2019,7440
1225,0.0,5.1,2019,7491
1225,0.0,5.1,2019,7492
1287,5.1,5.1,2019,7493
1288,0.1,5.1,2019,7494
1240,0.0,5.4,2019,7545
1240,0.0,5.4,2019,7546
1303,5.1,5.1,2019,7547
1303,0.0,5.1,2019,7548
1077,1.2,2.6,2019,7599
1083,0.6,1.5,2019,7600
1081,-0.2,1.5,2019,7601
1082,0.1,1.7,2019,7602
1075,1.3,2.6,2019,7653
1079,0.4,1.3,2019,7654
1077,-0.2,1.3,2019,7655
1076,-0.1,1.4,2019,7656
988,-0.5,-0.6,2019,7707
1012,2.4,1.9,2019,7708
1011,-0.1,0.8,2019,7709
1004,-0.7,1.1,2019,7710
1002,-7.5,-5.9,2019,7761
1051,4.9,2.9,2019,7762
1061,1.0,-0.3,2019,7763
1044,-1.6,-3.6,2019,7764
924,-4.0,-5.2,2019,7815
977,5.7,3.0,2019,7816
1018,4.2,1.3,2019,7817
963,-5.4,0.0,2019,7818
1018,3.0,2.1,2019,7869
1045,2.7,3.4,2019,7870
1041,-0.4,4.1,2019,7871
1031,-1.0,4.4,2019,7872
955,2.5,0.7,2019,7923
984,3.0,0.3,2019,7924
994,1.0,-1.4,2019,7925
966,-2.8,3.6,2019,7926
980,2.5,0.4,2019,7977
978,-0.2,-0.5,2019,7978
974,-0.4,0.7,2019,7979
973,-0.1,1.8,2019,7980
956,-1.4,-0.2,2019,8031
975,2.0,1.7,2019,8032
962,-1.3,-1.5,2019,8033
974,1.2,0.4,2019,8034
1027,-0.9,-0.4,2019,8085
1033,0.6,0.3,2019,8086
1036,0.3,0.3,2019,8087
1041,0.5,0.5,2019,8088
984,-0.7,-2.0,2019,8139
998,1.4,0.2,2019,8140
990,-0.8,-0.2,2019,8141
995,0.5,0.4,2019,8142
1047,-1.1,0.3,2019,8193
1049,0.2,0.2,2019,8194
1057,0.8,0.3,2019,8195
1063,0.6,0.4,2019,8196
1153,0.0,4.1,2019,8247
1156,0.3,4.3,2019,8248
1175,1.6,3.1,2019,8249
1185,0.9,2.8,2019,8250
869,-3.7,-0.3,2019,8301
889,2.3,1.9,2019,8302
897,0.9,-0.4,2019,8303
913,1.8,1.2,2019,8304
989,1.5,-2.5,2019,8355
956,-3.3,-2.7,2019,8356
961,0.5,-2.0,2019,8357
954,-0.7,-2.1,2019,8358
860,-4.8,0.7,2019,8409
898,4.4,2.6,2019,8410
904,0.7,-0.2,2019,8411
914,1.1,1.2,2019,8412
949,-6.9,0.1,2019,8463
1007,6.1,2.9,2019,8464
999,-0.8,-2.7,2019,8465
1015,1.6,-0.4,2019,8466
943,-2.5,-2.6,2019,8517
923,-2.1,2.4,2019,8518
938,1.6,-0.5,2019,8519
995,6.1,2.9,2019,8520
999,0.3,-1.0,2019,8571
998,-0.1,-0.2,2019,8572
986,-1.2,-0.5,2019,8573
974,-1.2,-2.2,2019,8574
1227,0.4,5.8,2019,8625
1229,0.2,5.9,2019,8626
1245,1.3,2.1,2019,8627
1244,-0.1,1.8,2019,8628
571,-3.7,-22.6,2019,8679
517,-9.5,-23.1,2019,8680
503,-2.7,-18.3,2019,8681
500,-0.6,-15.7,2019,8682
1009,0.6,0.1,2019,8733
1011,0.2,0.8,2019,8734
1000,-1.1,0.3,2019,8735
986,-1.4,-1.7,2019,8736
1004,-0.9,-1.0,2019,8787
1008,0.4,1.7,2019,8788
1018,1.0,1.3,2019,8789
1025,0.7,1.2,2019,8790
583,-4.3,-10.2,2019,8841
541,-7.2,-10.3,2019,8842
544,0.6,-11.1,2019,8843
543,-0.2,-10.8,2019,8844
1070,-1.5,-1.2,2019,8895
1109,3.6,1.5,2019,8896
1093,-1.4,1.8,2019,8897
1082,-1.0,-0.4,2019,8898
1039,1.1,1.7,2019,8949
1050,1.1,2.5,2019,8950
1056,0.6,1.9,2019,8951
1060,0.4,3.1,2019,8952
995,0.0,-3.7,2019,9003
1013,1.8,2.7,2019,9004
1023,1.0,3.4,2019,9005
1016,-0.7,2.1,2019,9006
1223,-3.2,4.4,2019,9057
1251,2.3,4.8,2019,9058
1266,1.2,2.8,2019,9059
1289,1.8,2.0,2019,9060
1254,4.6,4.0,2019,9111
1177,-6.1,5.5,2019,9112
1219,3.6,7.1,2019,9113
1338,9.8,11.6,2019,9114
1029,0.6,0.7,2019,9165
1029,0.0,0.6,2019,9166
1033,0.4,1.0,2019,9167
1033,0.0,1.0,2019,9168
1088,0.0,1.1,2019,9219
1088,0.0,0.2,2019,9220
1139,4.7,4.7,2019,9221
1139,0.0,4.7,2019,9222
1162,0.2,0.2,2019,9273
1162,0.0,0.2,2019,9274
1162,0.0,0.2,2019,9275
1162,0.0,0.2,2019,9276
890,0.7,0.7,2019,9327
890,0.0,0.7,2019,9328
890,0.0,0.7,2019,9329
890,0.0,0.7,2019,9330
1167,4.5,4.5,2019,9381
1167,0.0,4.5,2019,9382
1167,0.0,4.5,2019,9383
1167,0.0,4.5,2019,9384
1142,0.8,5.0,2019,9435
1158,1.4,5.0,2019,9436
1167,0.8,4.4,2019,9437
1177,0.9,3.9,2019,9438
978,0.5,1.0,2019,9489
980,0.2,0.8,2019,9490
979,-0.1,1.3,2019,9491
991,1.2,1.8,2019,9492
1095,0.1,2.5,2019,9543
1090,-0.5,1.3,2019,9544
1097,0.6,1.9,2019,9545
1151,4.9,5.2,2019,9546
1233,1.5,7.7,2019,9597
1257,1.9,7.6,2019,9598
1274,1.4,6.5,2019,9599
1283,0.7,5.6,2019,9600
807,-8.9,-12.4,2019,9651
804,-0.4,-9.5,2019,9652
770,-4.2,-13.3,2019,9653
759,-1.4,-14.3,2019,9654
1158,0.3,2.5,2019,9705
1161,0.3,2.0,2019,9706
1170,0.8,2.0,2019,9707
1181,0.9,2.3,2019,9708
1082,-1.5,-1.8,2019,9759
1071,-1.0,-3.4,2019,9760
1045,-2.4,-5.0,2019,9761
1021,-2.3,-7.0,2019,9762
1082,-1.5,-1.8,2019,9813
1071,-1.0,-3.4,2019,9814
1045,-2.4,-5.0,2019,9815
1021,-2.3,-7.0,2019,9816
1067,0.5,1.7,2019,9867
1074,0.7,2.1,2019,9868
1085,1.0,2.1,2019,9869
1088,0.3,2.4,2019,9870
1029,1.4,1.1,2019,9921
1032,0.3,0.9,2019,9922
1046,1.4,1.6,2019,9923
1041,-0.5,2.6,2019,9924
1040,5.8,-2.2,2019,9975
1030,-1.0,-4.9,2019,9976
1053,2.2,-5.2,2019,9977
1000,-5.0,1.7,2019,9978
1019,-0.3,1.8,2019,10029
1024,0.5,2.7,2019,10030
1058,3.3,6.3,2019,10031
1072,1.3,4.9,2019,10032
997,0.7,1.0,2019,10083
998,0.1,1.6,2019,10084
1005,0.7,2.0,2019,10085
1007,0.2,1.7,2019,10086
1026,1.1,1.6,2019,10137
1033,0.7,0.0,2019,10138
1049,1.5,0.9,2019,10139
1033,-1.5,1.8,2019,10140
1111,0.6,2.9,2019,10191
1128,1.5,3.4,2019,10192
1136,0.7,3.4,2019,10193
1143,0.6,3.5,2019,10194
1296,5.7,5.1,2019,10245
1300,0.3,4.3,2019,10246
1303,0.2,4.7,2019,10247
1299,-0.3,6.0,2019,10248
1034,2.0,2.2,2019,10299
1041,0.7,0.7,2019,10300
1046,0.5,1.5,2019,10301
1037,-0.9,2.3,2019,10302
1630,9.0,7.8,2019,10353
1631,0.1,7.7,2019,10354
1631,0.0,7.8,2019,10355
1631,0.0,9.1,2019,10356
1006,0.1,-0.2,2019,10407
1018,1.2,0.5,2019,10408
1005,-1.3,-1.1,2019,10409
1010,0.5,0.5,2019,10410
1003,0.2,-0.6,2019,10461
1015,1.2,0.7,2019,10462
1002,-1.3,-1.2,2019,10463
1007,0.5,0.6,2019,10464
1026,-0.3,2.2,2019,10515
1037,1.1,-0.4,2019,10516
1024,-1.3,-0.7,2019,10517
1026,0.2,-0.3,2019,10518
1121,0.5,2.8,2019,10569
1130,0.8,2.8,2019,10570
1144,1.2,3.0,2019,10571
1151,0.6,3.2,2019,10572
1109,0.5,2.3,2019,10623
1121,1.1,2.7,2019,10624
1130,0.8,3.1,2019,10625
1140,0.9,3.4,2019,10626
1109,0.5,2.3,2019,10677
1121,1.1,2.7,2019,10678
1130,0.8,3.1,2019,10679
1140,0.9,3.4,2019,10680
1132,0.2,2.3,2019,10731
1141,0.8,2.3,2019,10732
1151,0.9,2.5,2019,10733
1157,0.5,2.4,2019,10734
1220,0.0,5.0,2019,10785
1220,0.0,5.0,2019,10786
1281,5.0,5.1,2019,10787
1282,0.1,5.1,2019,10788
1241,0.0,5.5,2019,10839
1241,0.0,5.5,2019,10840
1302,4.9,4.9,2019,10841
1302,0.0,4.9,2019,10842
1081,1.1,2.7,2019,10893
1087,0.6,1.6,2019,10894
1086,-0.1,1.5,2019,10895
1086,0.0,1.6,2019,10896
1078,1.3,2.8,2019,10947
1082,0.4,1.4,2019,10948
1080,-0.2,1.3,2019,10949
1078,-0.2,1.3,2019,10950
