year,expenditures,protocol_id,index
2019,Property rates and related services,Expenditure,1277
2019,Property rates and related services,Expenditure,1217
2019,Property rates and related services,Expenditure,1217
2019,Property maintenance,Expenditure,1169
2019,Property maintenance,Expenditure,1162
2019,Property maintenance,Expenditure,1151
2019,Property maintenance,Expenditure,1141
2019,Passenger transport services,Expenditure,920
2019,Passenger transport services,Expenditure,882
2019,Passenger transport services,Expenditure,914
2019,Passenger transport services,Expenditure,995
2019,Property rates and related services,Expenditure,1276
2019,Property rates and related services,Expenditure,1218
2019,Property rates and related services,Expenditure,1218
2019,Property maintenance,Expenditure,1163
2019,Actual rentals for housing,Expenditure,1137
2019,Actual rentals for housing,Expenditure,1126
2019,Actual rentals for housing,Expenditure,1117
2019,Actual rentals for housing,Expenditure,1106
2019,Actual rentals for housing,Expenditure,1137
2019,Actual rentals for housing,Expenditure,1126
2019,Actual rentals for housing,Expenditure,1117
2019,Communication,Expenditure,897
2019,Communication,Expenditure,893
2019,Communication,Expenditure,884
2019,Communication,Expenditure,871
2019,Property maintenance,Expenditure,1157
2019,Other household supplies and services,Expenditure,956
2019,Other household supplies and services,Expenditure,975
2019,Other household supplies and services,Expenditure,962
2019,Actual rentals for housing,Expenditure,1106
2019,Housing and household utilities,Expenditure,1153
2019,Housing and household utilities,Expenditure,1146
2019,Housing and household utilities,Expenditure,1131
2019,Housing and household utilities,Expenditure,1123
2019,Footwear,Expenditure,1005
2019,Footwear,Expenditure,1006
2019,Postal services,Expenditure,1245
2019,Postal services,Expenditure,1254
2019,Postal services,Expenditure,1257
2019,Postal services,Expenditure,1251
2019,Other household supplies and services,Expenditure,974
2019,Alcoholic beverages,Expenditure,1033
2019,Alcoholic beverages,Expenditure,1040
2019,Alcoholic beverages,Expenditure,1046
2019,Footwear,Expenditure,1014
2019,Footwear,Expenditure,1010
2019,Clothing,Expenditure,1006
2019,Clothing,Expenditure,993
2019,Clothing,Expenditure,1001
2019,Clothing,Expenditure,992
2019,Clothing and footwear,Expenditure,1008
2019,Telecommunication equipment,Expenditure,392
2019,Telecommunication equipment,Expenditure,353
2019,Telecommunication equipment,Expenditure,342
2019,Telecommunication equipment,Expenditure,340
2019,Alcoholic beverages,Expenditure,1033
2019,Property maintenance,Expenditure,1146
2019,Property maintenance,Expenditure,1139
2019,Actual rentals for housing,Expenditure,1140
2019,Clothing and footwear,Expenditure,997
2019,Clothing and footwear,Expenditure,1005
2019,Clothing and footwear,Expenditure,997
2019,Cigarettes and tobacco,Expenditure,1634
2019,Cigarettes and tobacco,Expenditure,1634
2019,Cigarettes and tobacco,Expenditure,1634
2019,Cigarettes and tobacco,Expenditure,1633
2019,Telecommunication services,Expenditure,927
2019,Telecommunication services,Expenditure,928
2019,Telecommunication services,Expenditure,919
2019,Telecommunication services,Expenditure,905
2019,Actual rentals for housing,Expenditure,1131
2019,Actual rentals for housing,Expenditure,1123
2019,Actual rentals for housing,Expenditure,1113
2019,Actual rentals for housing,Expenditure,1140
2019,Alcoholic beverages,Expenditure,1035
2019,Alcoholic beverages,Expenditure,1043
2019,Alcoholic beverages,Expenditure,1039
2019,Alcoholic beverages,Expenditure,1032
2019,Alcoholic beverages and tobacco,Expenditure,1236
2019,Alcoholic beverages and tobacco,Expenditure,1241
2019,Alcoholic beverages and tobacco,Expenditure,1238
2019,Recreation and culture,Expenditure,1007
2019,Recreation and culture,Expenditure,1001
2019,Recreation and culture,Expenditure,1011
2019,Recreation and culture,Expenditure,1022
2019,Health,Expenditure,1027
2019,Health,Expenditure,1033
2019,Health,Expenditure,1036
2019,Health,Expenditure,1041
2019,Alcoholic beverages and tobacco,Expenditure,1234
2019,Restaurant meals and ready-to-eat food,Expenditure,1142
2019,Restaurant meals and ready-to-eat food,Expenditure,1134
2019,Restaurant meals and ready-to-eat food,Expenditure,1126
2019,Restaurant meals and ready-to-eat food,Expenditure,1111
2019,Non-alcoholic beverages,Expenditure,1032
2019,Non-alcoholic beverages,Expenditure,1048
2019,Audio-visual and computing equipment,Expenditure,559
2019,Audio-visual and computing equipment,Expenditure,507
2019,Audio-visual and computing equipment,Expenditure,519
2019,Audio-visual and computing equipment,Expenditure,516
2019,Other miscellaneous services,Expenditure,1165
2019,"Meat, poultry and fish",Expenditure,1028
2019,"Meat, poultry and fish",Expenditure,1034
2019,"Meat, poultry and fish",Expenditure,1066
2019,Non-alcoholic beverages,Expenditure,1030
2019,Non-alcoholic beverages,Expenditure,1024
2019,Grocery food,Expenditure,1006
2019,Grocery food,Expenditure,1005
2019,Grocery food,Expenditure,999
2019,Grocery food,Expenditure,997
2019,"Meat, poultry and fish",Expenditure,1064
2019,Major recreational and cultural equipment,Expenditure,1067
2019,Major recreational and cultural equipment,Expenditure,1075
2019,Major recreational and cultural equipment,Expenditure,1086
2019,Major recreational and cultural equipment,Expenditure,1079
2019,Actual rentals for housing,Expenditure,1131
2019,Actual rentals for housing,Expenditure,1123
2019,Actual rentals for housing,Expenditure,1113
2019,Housing and household utilities,Expenditure,1161
2019,"Meat, poultry and fish",Expenditure,1051
2019,"Meat, poultry and fish",Expenditure,1016
2019,"Meat, poultry and fish",Expenditure,1016
2019,Fruit and vegetables,Expenditure,1007
2019,Fruit and vegetables,Expenditure,1063
2019,Fruit and vegetables,Expenditure,1063
2019,Fruit and vegetables,Expenditure,1061
2019,Other recreational equipment and supplies,Expenditure,1036
2019,Other recreational equipment and supplies,Expenditure,1043
2019,Other recreational equipment and supplies,Expenditure,1040
2019,Other recreational equipment and supplies,Expenditure,1047
2019,Housing and household utilities,Expenditure,1157
2019,Housing and household utilities,Expenditure,1139
2019,Housing and household utilities,Expenditure,1132
2019,"Medical products, appliances and equipment",Expenditure,984
2019,Food,Expenditure,1048
2019,Food,Expenditure,1053
2019,Food,Expenditure,1041
2019,Food,Expenditure,1036
2019,All groups,Expenditure,1079
2019,All groups,Expenditure,1076
2019,All groups,Expenditure,1069
2019,Recreational and cultural services,Expenditure,1020
2019,Recreational and cultural services,Expenditure,1030
2019,Recreational and cultural services,Expenditure,1042
2019,Recreational and cultural services,Expenditure,1039
2019,"Medical products, appliances and equipment",Expenditure,998
2019,"Medical products, appliances and equipment",Expenditure,990
2019,"Medical products, appliances and equipment",Expenditure,995
2019,Early childhood education,Expenditure,1109
2019,All groups,Expenditure,1061
2019,Interest payments,Expenditure,1065
2019,Interest payments,Expenditure,1087
2019,Interest payments,Expenditure,1116
2019,Interest payments,Expenditure,1129
2019,Interest payments,Expenditure,1065
2019,Interest payments,Expenditure,1087
2019,"Newspapers, books and stationery",Expenditure,1212
2019,"Newspapers, books and stationery",Expenditure,1229
2019,"Newspapers, books and stationery",Expenditure,1249
2019,"Newspapers, books and stationery",Expenditure,1271
2019,Early childhood education,Expenditure,1074
2019,Early childhood education,Expenditure,1074
2019,Education,Expenditure,1045
2019,Footwear,Expenditure,1026
2019,Interest payments,Expenditure,1116
2019,Interest payments,Expenditure,1129
2019,Other miscellaneous services,Expenditure,1084
2019,Other miscellaneous services,Expenditure,1083
2019,Other miscellaneous services,Expenditure,1077
2019,Other miscellaneous services,Expenditure,1071
2019,Credit services,Expenditure,789
2019,Accommodation services,Expenditure,1247
2019,Accommodation services,Expenditure,1202
2019,Accommodation services,Expenditure,1230
2019,Accommodation services,Expenditure,1310
2019,Footwear,Expenditure,1019
2019,Footwear,Expenditure,1033
2019,Footwear,Expenditure,1027
2019,Clothing,Expenditure,1003
2019,Credit services,Expenditure,798
2019,Credit services,Expenditure,835
2019,Credit services,Expenditure,837
2019,Insurance,Expenditure,1260
2019,Insurance,Expenditure,1251
2019,Insurance,Expenditure,1234
2019,Insurance,Expenditure,1210
2019,Education,Expenditure,1073
2019,Education,Expenditure,1073
2019,Education,Expenditure,1082
2019,Education,Expenditure,1082
2019,Clothing,Expenditure,988
2019,Clothing,Expenditure,994
2019,Out-patient services,Expenditure,1047
2019,Out-patient services,Expenditure,1049
2019,Personal effects,Expenditure,1111
2019,Personal effects,Expenditure,1088
2019,Personal effects,Expenditure,1080
2019,Personal effects,Expenditure,1083
2019,Food,Expenditure,1028
2019,Personal care,Expenditure,1003
2019,Personal care,Expenditure,993
2019,Early childhood education,Expenditure,1099
2019,Early childhood education,Expenditure,1099
2019,Early childhood education,Expenditure,1129
2019,Early childhood education,Expenditure,1129
2019,Out-patient services,Expenditure,1057
2019,Out-patient services,Expenditure,1063
2019,Education,Expenditure,1045
2019,Education,Expenditure,1037
2019,Personal care,Expenditure,993
2019,Personal care,Expenditure,990
2019,Miscellaneous goods and services,Expenditure,1156
2019,Miscellaneous goods and services,Expenditure,1147
2019,Miscellaneous goods and services,Expenditure,1138
2019,Miscellaneous goods and services,Expenditure,1122
2019,Other educational fees,Expenditure,1168
2019,Primary and secondary education,Expenditure,1149
2019,Primary and secondary education,Expenditure,1149
2019,Primary and secondary education,Expenditure,1149
2019,Primary and secondary education,Expenditure,1149
2019,Education,Expenditure,1037
2019,Cigarettes and tobacco,Expenditure,1625
2019,Clothing,Expenditure,984
2019,Clothing and footwear,Expenditure,1008
2019,Other educational fees,Expenditure,1168
2019,Other educational fees,Expenditure,1168
2019,Other educational fees,Expenditure,1168
2019,Tertiary and other post school education,Expenditure,920
2019,Tertiary and other post school education,Expenditure,920
2019,Tertiary and other post school education,Expenditure,920
2019,Tertiary and other post school education,Expenditure,920
2019,Clothing and footwear,Expenditure,995
2019,Clothing and footwear,Expenditure,1002
2019,Clothing and footwear,Expenditure,993
2019,Cigarettes and tobacco,Expenditure,1633
2019,Cigarettes and tobacco,Expenditure,1633
2019,Hospital services,Expenditure,1153
2019,Hospital services,Expenditure,1156
2019,Hospital services,Expenditure,1175
2019,Hospital services,Expenditure,1185
2019,Cigarettes and tobacco,Expenditure,1626
2019,Cigarettes and tobacco,Expenditure,1626
2019,Cigarettes and tobacco,Expenditure,1626
2019,"Meat, poultry and fish",Expenditure,1082
2019,Cigarettes and tobacco,Expenditure,1632
2019,Cigarettes and tobacco,Expenditure,1631
2019,Alcoholic beverages,Expenditure,1030
2019,Alcoholic beverages,Expenditure,1037
2019,Alcoholic beverages,Expenditure,1036
2019,Alcoholic beverages,Expenditure,1027
2019,Alcoholic beverages and tobacco,Expenditure,1147
2019,Transport,Expenditure,869
2019,Transport,Expenditure,889
2019,Transport,Expenditure,897
2019,Transport,Expenditure,913
2019,All groups,Expenditure,1057
2019,All groups,Expenditure,1053
2019,All groups,Expenditure,1049
2019,Accommodation services,Expenditure,1291
2019,Alcoholic beverages and tobacco,Expenditure,1154
2019,Alcoholic beverages and tobacco,Expenditure,1152
2019,Alcoholic beverages and tobacco,Expenditure,1145
2019,Restaurant meals and ready-to-eat food,Expenditure,1136
2019,Restaurant meals and ready-to-eat food,Expenditure,1129
2019,Restaurant meals and ready-to-eat food,Expenditure,1121
2019,Restaurant meals and ready-to-eat food,Expenditure,1106
2019,Purchase of vehicles,Expenditure,989
2019,Purchase of vehicles,Expenditure,956
2019,Purchase of vehicles,Expenditure,961
2019,Purchase of vehicles,Expenditure,954
2019,Accommodation services,Expenditure,1246
2019,Accommodation services,Expenditure,1234
2019,Accommodation services,Expenditure,1245
2019,"Newspapers, books and stationery",Expenditure,1192
2019,Non-alcoholic beverages,Expenditure,1039
2019,Non-alcoholic beverages,Expenditure,1055
2019,Non-alcoholic beverages,Expenditure,1034
2019,Non-alcoholic beverages,Expenditure,1026
2019,Grocery food,Expenditure,1009
2019,Grocery food,Expenditure,1010
2019,Grocery food,Expenditure,1003
2019,Private transport supplies and services,Expenditure,860
2019,Private transport supplies and services,Expenditure,898
2019,Private transport supplies and services,Expenditure,904
2019,Private transport supplies and services,Expenditure,914
2019,"Newspapers, books and stationery",Expenditure,1142
2019,"Newspapers, books and stationery",Expenditure,1153
2019,Clothing and footwear,Expenditure,1006
2019,Clothing and footwear,Expenditure,1014
2019,Grocery food,Expenditure,1001
2019,"Meat, poultry and fish",Expenditure,1058
2019,"Meat, poultry and fish",Expenditure,1047
2019,"Meat, poultry and fish",Expenditure,1009
2019,"Meat, poultry and fish",Expenditure,1010
2019,Fruit and vegetables,Expenditure,993
2019,Fruit and vegetables,Expenditure,1077
2019,Petrol,Expenditure,949
2019,Petrol,Expenditure,1007
2019,Petrol,Expenditure,999
2019,Petrol,Expenditure,1015
2019,Clothing and footwear,Expenditure,1009
2019,Clothing and footwear,Expenditure,1018
2019,Interest payments,Expenditure,1099
2019,Other miscellaneous services,Expenditure,1162
2019,Fruit and vegetables,Expenditure,1059
2019,Fruit and vegetables,Expenditure,1041
2019,Food,Expenditure,1053
2019,Food,Expenditure,1062
2019,Food,Expenditure,1048
2019,Food,Expenditure,1040
2019,All groups,Expenditure,1069
2019,Passenger transport services,Expenditure,943
2019,Passenger transport services,Expenditure,923
2019,Passenger transport services,Expenditure,938
2019,Passenger transport services,Expenditure,995
2019,Other miscellaneous services,Expenditure,1158
2019,Credit services,Expenditure,847
2019,"Newspapers, books and stationery",Expenditure,1138
2019,Recreational and cultural services,Expenditure,1080
2019,All groups,Expenditure,1065
2019,All groups,Expenditure,1059
2019,All groups,Expenditure,1054
2019,Interest payments,Expenditure,1086
2019,Interest payments,Expenditure,1106
2019,Interest payments,Expenditure,1136
2019,Interest payments,Expenditure,1151
2019,Communication,Expenditure,999
2019,Communication,Expenditure,998
2019,Communication,Expenditure,986
2019,Communication,Expenditure,974
2019,Recreational and cultural services,Expenditure,1074
2019,Recreational and cultural services,Expenditure,1062
2019,Recreational and cultural services,Expenditure,1062
2019,Other recreational equipment and supplies,Expenditure,1042
2019,Interest payments,Expenditure,1086
2019,Interest payments,Expenditure,1106
2019,Interest payments,Expenditure,1136
2019,Interest payments,Expenditure,1151
2019,Other miscellaneous services,Expenditure,1139
2019,Other miscellaneous services,Expenditure,1134
2019,Other miscellaneous services,Expenditure,1130
2019,Postal services,Expenditure,1227
2019,Postal services,Expenditure,1229
2019,Postal services,Expenditure,1245
2019,Postal services,Expenditure,1244
2019,Other recreational equipment and supplies,Expenditure,1035
2019,Clothing,Expenditure,1006
2019,Clothing,Expenditure,1015
2019,Clothing,Expenditure,1011
2019,Other miscellaneous services,Expenditure,1122
2019,Credit services,Expenditure,808
2019,Credit services,Expenditure,815
2019,Credit services,Expenditure,855
2019,Credit services,Expenditure,856
2019,Insurance,Expenditure,1245
2019,Insurance,Expenditure,1235
2019,Telecommunication equipment,Expenditure,571
2019,Telecommunication equipment,Expenditure,517
2019,Telecommunication equipment,Expenditure,503
2019,Telecommunication equipment,Expenditure,500
2019,Clothing,Expenditure,1021
2019,Credit services,Expenditure,850
2019,Credit services,Expenditure,889
2019,Credit services,Expenditure,890
2019,Insurance,Expenditure,1217
2019,Insurance,Expenditure,1195
2019,Personal effects,Expenditure,1115
2019,Personal effects,Expenditure,1074
2019,Personal effects,Expenditure,1068
2019,Personal effects,Expenditure,1072
2019,Personal care,Expenditure,1017
2019,Telecommunication services,Expenditure,1009
2019,Telecommunication services,Expenditure,1011
2019,Telecommunication services,Expenditure,1000
2019,Telecommunication services,Expenditure,986
2019,Insurance,Expenditure,1248
2019,Other recreational equipment and supplies,Expenditure,1035
2019,Other recreational equipment and supplies,Expenditure,1026
2019,Major recreational and cultural equipment,Expenditure,1102
2019,Personal care,Expenditure,1007
2019,Personal care,Expenditure,1006
2019,Personal care,Expenditure,1003
2019,Miscellaneous goods and services,Expenditure,1162
2019,Miscellaneous goods and services,Expenditure,1151
2019,Miscellaneous goods and services,Expenditure,1141
2019,Miscellaneous goods and services,Expenditure,1127
2019,Recreation and culture,Expenditure,1004
2019,Recreation and culture,Expenditure,1008
2019,Recreation and culture,Expenditure,1018
2019,Recreation and culture,Expenditure,1025
2019,Major recreational and cultural equipment,Expenditure,1105
2019,Major recreational and cultural equipment,Expenditure,1096
2019,Major recreational and cultural equipment,Expenditure,1086
2019,Audio-visual and computing equipment,Expenditure,552
2019,Other educational fees,Expenditure,1149
2019,Other educational fees,Expenditure,1149
2019,Other educational fees,Expenditure,1149
2019,Other educational fees,Expenditure,1149
2019,Tertiary and other post school education,Expenditure,913
2019,Tertiary and other post school education,Expenditure,913
2019,Tertiary and other post school education,Expenditure,913
2019,Audio-visual and computing equipment,Expenditure,583
2019,Audio-visual and computing equipment,Expenditure,541
2019,Audio-visual and computing equipment,Expenditure,544
2019,Audio-visual and computing equipment,Expenditure,543
2019,Footwear,Expenditure,992
2019,Footwear,Expenditure,997
2019,Footwear,Expenditure,992
2019,Footwear,Expenditure,993
2019,Tertiary and other post school education,Expenditure,913
2019,Primary and secondary education,Expenditure,1193
2019,Primary and secondary education,Expenditure,1193
2019,Primary and secondary education,Expenditure,1193
2019,Primary and secondary education,Expenditure,1193
2019,Early childhood education,Expenditure,1126
2019,Early childhood education,Expenditure,1126
2019,Major recreational and cultural equipment,Expenditure,1070
2019,Major recreational and cultural equipment,Expenditure,1109
2019,Major recreational and cultural equipment,Expenditure,1093
2019,Major recreational and cultural equipment,Expenditure,1082
2019,Grocery food,Expenditure,997
2019,Grocery food,Expenditure,997
2019,Grocery food,Expenditure,1004
2019,Grocery food,Expenditure,1007
2019,Early childhood education,Expenditure,1088
2019,Early childhood education,Expenditure,1088
2019,Education,Expenditure,1041
2019,Education,Expenditure,1041
2019,Education,Expenditure,1029
2019,Education,Expenditure,1029
2019,Accommodation services,Expenditure,1290
2019,Other recreational equipment and supplies,Expenditure,1039
2019,Other recreational equipment and supplies,Expenditure,1050
2019,Other recreational equipment and supplies,Expenditure,1056
2019,Other recreational equipment and supplies,Expenditure,1060
2019,Audio-visual and computing equipment,Expenditure,552
2019,Audio-visual and computing equipment,Expenditure,544
2019,Audio-visual and computing equipment,Expenditure,586
2019,Recreation and culture,Expenditure,1036
2019,Accommodation services,Expenditure,1234
2019,Accommodation services,Expenditure,1217
2019,Accommodation services,Expenditure,1235
2019,"Newspapers, books and stationery",Expenditure,1236
2019,"Newspapers, books and stationery",Expenditure,1204
2019,"Newspapers, books and stationery",Expenditure,1187
2019,"Newspapers, books and stationery",Expenditure,1180
2019,Recreational and cultural services,Expenditure,995
2019,Recreational and cultural services,Expenditure,1013
2019,Recreational and cultural services,Expenditure,1023
2019,Recreational and cultural services,Expenditure,1016
2019,Recreation and culture,Expenditure,1018
2019,Recreation and culture,Expenditure,1011
2019,Recreation and culture,Expenditure,1016
2019,Housing and household utilities,Expenditure,1123
2019,Recreational and cultural services,Expenditure,1076
2019,Recreational and cultural services,Expenditure,1071
2019,Recreational and cultural services,Expenditure,1059
2019,Recreational and cultural services,Expenditure,1052
2019,Other recreational equipment and supplies,Expenditure,1030
2019,Other recreational equipment and supplies,Expenditure,1018
2019,Other recreational equipment and supplies,Expenditure,1027
2019,"Newspapers, books and stationery",Expenditure,1223
2019,"Newspapers, books and stationery",Expenditure,1251
2019,"Newspapers, books and stationery",Expenditure,1266
2019,"Newspapers, books and stationery",Expenditure,1289
2019,Housing and household utilities,Expenditure,1131
2019,Housing and household utilities,Expenditure,1148
2019,Housing and household utilities,Expenditure,1154
2019,Interest payments,Expenditure,1119
2019,Other recreational equipment and supplies,Expenditure,1018
2019,Major recreational and cultural equipment,Expenditure,1097
2019,Major recreational and cultural equipment,Expenditure,1097
